frame_id,captured_at,window_start_at,window_end_at,event_count,intent,relationship_label,cursor_x,cursor_y,app,window,screenshot_path,screenshot_exists
13,2026-03-26T18:54:18.442027Z,2026-03-26T18:54:17.442984Z,2026-03-26T18:54:18.442027Z,0,idle,cursor_idle_or_hover,449.96,345.53,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-185406/screenshots/frame-000013-20260326-185418-442027.png,True
14,2026-03-26T18:54:19.442202Z,2026-03-26T18:54:18.442027Z,2026-03-26T18:54:19.442202Z,0,idle,cursor_idle_or_hover,449.96,345.53,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-185406/screenshots/frame-000014-20260326-185419-442202.png,True
15,2026-03-26T18:54:20.443182Z,2026-03-26T18:54:19.442202Z,2026-03-26T18:54:20.443182Z,0,idle,cursor_idle_or_hover,449.96,345.53,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-185406/screenshots/frame-000015-20260326-185420-443182.png,True
16,2026-03-26T18:54:21.443198Z,2026-03-26T18:54:20.443182Z,2026-03-26T18:54:21.443198Z,0,idle,cursor_idle_or_hover,449.96,345.53,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-185406/screenshots/frame-000016-20260326-185421-443198.png,True
17,2026-03-26T18:54:22.443250Z,2026-03-26T18:54:21.443198Z,2026-03-26T18:54:22.443250Z,0,idle,cursor_idle_or_hover,449.96,345.53,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-185406/screenshots/frame-000017-20260326-185422-443250.png,True
18,2026-03-26T18:54:23.443262Z,2026-03-26T18:54:22.443250Z,2026-03-26T18:54:23.443262Z,0,idle,cursor_idle_or_hover,449.96,345.53,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-185406/screenshots/frame-000018-20260326-185423-443262.png,True
19,2026-03-26T18:54:24.443287Z,2026-03-26T18:54:23.443262Z,2026-03-26T18:54:24.443287Z,0,idle,cursor_idle_or_hover,449.96,345.53,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-185406/screenshots/frame-000019-20260326-185424-443287.png,True
20,2026-03-26T18:54:25.442641Z,2026-03-26T18:54:24.443287Z,2026-03-26T18:54:25.442641Z,0,idle,cursor_idle_or_hover,449.96,345.53,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-185406/screenshots/frame-000020-20260326-185425-442641.png,True
21,2026-03-26T18:54:26.442453Z,2026-03-26T18:54:25.442641Z,2026-03-26T18:54:26.442453Z,0,idle,cursor_idle_or_hover,449.96,345.53,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-185406/screenshots/frame-000021-20260326-185426-442453.png,True
22,2026-03-26T18:54:27.442959Z,2026-03-26T18:54:26.442453Z,2026-03-26T18:54:27.442959Z,0,idle,cursor_idle_or_hover,449.96,345.53,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-185406/screenshots/frame-000022-20260326-185427-442959.png,True
