event_id,timestamp,ts_epoch,delta_ms_prev,event_type,x,y,dx,dy,distance_px,scroll_dx,scroll_dy,button
1,2026-03-26T18:54:09.239188Z,1774551249.239188,,move,423.32,241.52,0.0,0.23,0.23,,,
2,2026-03-26T18:54:09.245784Z,1774551249.245784,6.6,move,423.69,243.36,0.37,1.85,1.88,,,
3,2026-03-26T18:54:09.253954Z,1774551249.253954,8.17,move,424.8,244.84,1.11,1.48,1.85,,,
4,2026-03-26T18:54:09.262549Z,1774551249.262549,8.59,move,425.9,246.68,1.1,1.84,2.14,,,
5,2026-03-26T18:54:09.271205Z,1774551249.2712052,8.66,move,427.38,247.78,1.48,1.11,1.85,,,
6,2026-03-26T18:54:09.279380Z,1774551249.27938,8.17,move,429.5,250.33,2.12,2.55,3.32,,,
7,2026-03-26T18:54:09.287943Z,1774551249.287943,8.56,move,432.04,252.03,2.54,1.69,3.05,,,
8,2026-03-26T18:54:09.295834Z,1774551249.295834,7.89,move,434.59,253.73,2.55,1.7,3.06,,,
9,2026-03-26T18:54:09.304012Z,1774551249.304012,8.18,move,435.95,254.41,1.36,0.68,1.52,,,
10,2026-03-26T18:54:09.312831Z,1774551249.312831,8.82,move,438.32,255.59,2.37,1.19,2.65,,,
11,2026-03-26T18:54:09.320215Z,1774551249.320215,7.38,move,440.17,256.7,1.85,1.11,2.15,,,
12,2026-03-26T18:54:09.329760Z,1774551249.32976,9.55,move,442.5,257.87,2.34,1.17,2.61,,,
13,2026-03-26T18:54:09.337550Z,1774551249.3375502,7.79,move,444.35,258.61,1.85,0.74,1.99,,,
14,2026-03-26T18:54:09.345336Z,1774551249.345336,7.79,move,445.81,260.07,1.46,1.46,2.06,,,
15,2026-03-26T18:54:09.353716Z,1774551249.353716,8.38,move,447.93,262.19,2.12,2.12,3.0,,,
16,2026-03-26T18:54:09.362591Z,1774551249.362591,8.88,move,448.73,264.57,0.79,2.38,2.51,,,
17,2026-03-26T18:54:09.369790Z,1774551249.3697898,7.2,move,449.15,267.54,0.42,2.97,3.0,,,
18,2026-03-26T18:54:09.378343Z,1774551249.3783429,8.55,move,449.58,270.52,0.42,2.97,3.0,,,
19,2026-03-26T18:54:09.392617Z,1774551249.392617,14.27,move,450.05,274.76,0.47,4.24,4.27,,,
20,2026-03-26T18:54:09.394741Z,1774551249.394741,2.12,move,450.53,279.09,0.48,4.33,4.35,,,
21,2026-03-26T18:54:09.402654Z,1774551249.402654,7.91,move,450.93,281.47,0.4,2.38,2.41,,,
22,2026-03-26T18:54:09.410815Z,1774551249.410815,8.16,move,451.38,285.09,0.45,3.62,3.65,,,
23,2026-03-26T18:54:09.419166Z,1774551249.4191658,8.35,move,451.8,288.06,0.42,2.97,3.0,,,
24,2026-03-26T18:54:09.428163Z,1774551249.428163,9.0,move,452.22,291.01,0.42,2.94,2.97,,,
25,2026-03-26T18:54:09.438719Z,1774551249.438719,10.56,move,452.62,293.39,0.4,2.38,2.41,,,
26,2026-03-26T18:54:09.444875Z,1774551249.444875,6.16,move,452.99,295.23,0.37,1.85,1.88,,,
27,2026-03-26T18:54:09.453537Z,1774551249.453537,8.66,move,452.99,297.06,0.0,1.83,1.83,,,
28,2026-03-26T18:54:09.460187Z,1774551249.460187,6.65,move,452.99,298.43,0.0,1.37,1.37,,,
29,2026-03-26T18:54:09.468395Z,1774551249.468395,8.21,move,452.99,299.37,0.0,0.94,0.94,,,
30,2026-03-26T18:54:09.477110Z,1774551249.47711,8.71,move,452.99,299.94,0.0,0.57,0.57,,,
31,2026-03-26T18:54:09.486184Z,1774551249.486184,9.07,move,452.99,300.51,0.0,0.57,0.57,,,
32,2026-03-26T18:54:09.492480Z,1774551249.49248,6.3,move,452.99,301.08,0.0,0.57,0.57,,,
33,2026-03-26T18:54:09.502101Z,1774551249.502101,9.62,move,452.99,301.65,0.0,0.57,0.57,,,
34,2026-03-26T18:54:09.530220Z,1774551249.53022,28.12,move,452.99,302.22,0.0,0.57,0.57,,,
35,2026-03-26T18:54:09.530436Z,1774551249.530436,0.22,move,452.99,302.48,0.0,0.26,0.26,,,
36,2026-03-26T18:54:09.531344Z,1774551249.531344,0.91,move,452.99,303.05,0.0,0.57,0.57,,,
37,2026-03-26T18:54:09.534941Z,1774551249.534941,3.6,move,452.99,303.31,0.0,0.26,0.26,,,
38,2026-03-26T18:54:09.542355Z,1774551249.542355,7.41,move,452.99,303.88,0.0,0.57,0.57,,,
39,2026-03-26T18:54:09.553870Z,1774551249.55387,11.51,move,452.99,304.44,0.0,0.56,0.56,,,
40,2026-03-26T18:54:09.558956Z,1774551249.5589561,5.09,move,452.99,305.01,0.0,0.57,0.57,,,
41,2026-03-26T18:54:09.566778Z,1774551249.5667782,7.82,move,452.99,305.58,0.0,0.57,0.57,,,
42,2026-03-26T18:54:09.575603Z,1774551249.575603,8.82,move,452.99,306.15,0.0,0.57,0.57,,,
43,2026-03-26T18:54:09.583191Z,1774551249.5831912,7.59,move,452.99,306.72,0.0,0.57,0.57,,,
44,2026-03-26T18:54:09.591952Z,1774551249.5919518,8.76,move,452.99,307.67,0.0,0.94,0.94,,,
45,2026-03-26T18:54:09.601599Z,1774551249.601599,9.65,move,452.99,308.24,0.0,0.57,0.57,,,
46,2026-03-26T18:54:09.608165Z,1774551249.608165,6.57,move,452.99,308.81,0.0,0.57,0.57,,,
47,2026-03-26T18:54:09.615167Z,1774551249.615167,7.0,move,452.99,309.75,0.0,0.94,0.94,,,
48,2026-03-26T18:54:09.624878Z,1774551249.6248782,9.71,move,452.68,310.69,-0.31,0.94,0.99,,,
49,2026-03-26T18:54:09.631784Z,1774551249.631784,6.91,move,451.94,312.54,-0.74,1.85,1.99,,,
50,2026-03-26T18:54:09.641856Z,1774551249.641856,10.07,move,451.2,314.38,-0.74,1.85,1.99,,,
51,2026-03-26T18:54:09.648604Z,1774551249.648604,6.75,move,450.41,316.76,-0.79,2.38,2.51,,,
52,2026-03-26T18:54:09.657581Z,1774551249.657581,8.98,move,449.61,319.15,-0.79,2.38,2.51,,,
53,2026-03-26T18:54:09.665246Z,1774551249.665246,7.66,move,448.93,320.51,-0.68,1.37,1.53,,,
54,2026-03-26T18:54:09.674148Z,1774551249.674148,8.9,move,447.74,322.89,-1.19,2.38,2.66,,,
55,2026-03-26T18:54:09.682432Z,1774551249.682432,8.28,move,446.63,324.74,-1.11,1.85,2.15,,,
56,2026-03-26T18:54:09.691564Z,1774551249.691564,9.13,move,445.52,326.58,-1.11,1.85,2.15,,,
57,2026-03-26T18:54:09.697886Z,1774551249.697886,6.32,move,444.05,328.06,-1.48,1.48,2.09,,,
58,2026-03-26T18:54:10.716759Z,1774551250.716759,1018.87,move,443.35,328.76,-0.69,0.69,0.98,,,
59,2026-03-26T18:54:10.723893Z,1774551250.723893,7.13,move,441.78,330.72,-1.57,1.96,2.52,,,
60,2026-03-26T18:54:10.731307Z,1774551250.731307,7.41,move,439.23,332.42,-2.55,1.7,3.06,,,
61,2026-03-26T18:54:10.740791Z,1774551250.740791,9.48,move,436.69,334.54,-2.55,2.12,3.31,,,
62,2026-03-26T18:54:10.748275Z,1774551250.748275,7.48,move,433.71,335.82,-2.97,1.27,3.24,,,
63,2026-03-26T18:54:10.756617Z,1774551250.756617,8.34,move,430.09,337.17,-3.62,1.36,3.87,,,
64,2026-03-26T18:54:10.764731Z,1774551250.764731,8.11,move,427.12,338.02,-2.97,0.85,3.09,,,
65,2026-03-26T18:54:10.773075Z,1774551250.7730749,8.34,move,423.49,338.48,-3.62,0.45,3.65,,,
66,2026-03-26T18:54:10.781100Z,1774551250.7811,8.03,move,419.87,338.93,-3.62,0.45,3.65,,,
67,2026-03-26T18:54:10.796953Z,1774551250.7969532,15.85,move,416.25,339.38,-3.62,0.45,3.65,,,
68,2026-03-26T18:54:10.797834Z,1774551250.797834,0.88,move,414.41,339.38,-1.85,0.0,1.85,,,
69,2026-03-26T18:54:10.805651Z,1774551250.805651,7.82,move,411.43,339.38,-2.97,0.0,2.97,,,
70,2026-03-26T18:54:10.813734Z,1774551250.8137338,8.08,move,409.05,339.38,-2.38,0.0,2.38,,,
71,2026-03-26T18:54:10.822288Z,1774551250.8222878,8.55,move,406.08,339.38,-2.97,0.0,2.97,,,
72,2026-03-26T18:54:10.830221Z,1774551250.830221,7.93,move,404.23,339.38,-1.85,0.0,1.85,,,
73,2026-03-26T18:54:10.838561Z,1774551250.838561,8.34,move,402.39,339.38,-1.84,0.0,1.84,,,
74,2026-03-26T18:54:10.846697Z,1774551250.8466969,8.14,move,401.03,339.38,-1.37,0.0,1.37,,,
75,2026-03-26T18:54:10.854773Z,1774551250.854773,8.08,move,399.66,339.38,-1.37,0.0,1.37,,,
76,2026-03-26T18:54:10.863116Z,1774551250.863116,8.34,move,398.72,339.38,-0.94,0.0,0.94,,,
77,2026-03-26T18:54:10.871228Z,1774551250.871228,8.11,move,397.78,339.38,-0.94,0.0,0.94,,,
78,2026-03-26T18:54:10.879369Z,1774551250.879369,8.14,move,397.21,339.38,-0.57,0.0,0.57,,,
79,2026-03-26T18:54:10.887684Z,1774551250.887684,8.32,move,396.64,339.38,-0.57,0.0,0.57,,,
80,2026-03-26T18:54:10.897169Z,1774551250.8971689,9.48,move,396.38,339.38,-0.26,0.0,0.26,,,
81,2026-03-26T18:54:10.904188Z,1774551250.904188,7.02,move,396.12,339.38,-0.26,0.0,0.26,,,
82,2026-03-26T18:54:10.912667Z,1774551250.9126668,8.48,move,395.86,339.38,-0.26,0.0,0.26,,,
83,2026-03-26T18:54:10.920125Z,1774551250.920125,7.46,move,395.61,339.38,-0.26,0.0,0.26,,,
84,2026-03-26T18:54:10.928632Z,1774551250.928632,8.51,move,395.35,339.38,-0.26,0.0,0.26,,,
85,2026-03-26T18:54:10.938071Z,1774551250.938071,9.44,move,395.09,339.64,-0.26,0.26,0.36,,,
86,2026-03-26T18:54:10.945044Z,1774551250.945044,6.97,move,394.52,339.92,-0.57,0.29,0.64,,,
87,2026-03-26T18:54:10.952944Z,1774551250.952944,7.9,move,394.26,340.18,-0.26,0.26,0.36,,,
88,2026-03-26T18:54:10.962432Z,1774551250.962432,9.49,move,394.0,340.44,-0.26,0.26,0.37,,,
89,2026-03-26T18:54:10.969598Z,1774551250.969598,7.17,move,393.74,340.7,-0.26,0.26,0.37,,,
90,2026-03-26T18:54:10.977833Z,1774551250.977833,8.23,move,393.49,340.7,-0.26,0.0,0.26,,,
91,2026-03-26T18:54:10.986752Z,1774551250.986752,8.92,move,393.49,340.96,0.0,0.26,0.26,,,
92,2026-03-26T18:54:10.994446Z,1774551250.994446,7.69,move,393.23,341.21,-0.26,0.26,0.36,,,
93,2026-03-26T18:54:11.020167Z,1774551251.0201669,25.72,move,392.99,341.21,-0.24,0.0,0.24,,,
94,2026-03-26T18:54:11.061510Z,1774551251.0615098,41.34,move,392.75,341.21,-0.24,0.0,0.24,,,
