frame_id,captured_at,window_start_at,window_end_at,event_count,intent,relationship_label,cursor_x,cursor_y,app,window,screenshot_path,screenshot_exists
11,2026-03-26T18:42:18.584420Z,2026-03-26T18:42:17.584885Z,2026-03-26T18:42:18.584420Z,0,idle,cursor_idle_or_hover,392.86,658.27,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-184208/screenshots/frame-000011-20260326-184218-584420.png,True
12,2026-03-26T18:42:19.584128Z,2026-03-26T18:42:18.584420Z,2026-03-26T18:42:19.584128Z,0,idle,cursor_idle_or_hover,392.86,658.27,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-184208/screenshots/frame-000012-20260326-184219-584128.png,True
13,2026-03-26T18:42:20.584399Z,2026-03-26T18:42:19.584128Z,2026-03-26T18:42:20.584399Z,0,idle,cursor_idle_or_hover,392.86,658.27,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-184208/screenshots/frame-000013-20260326-184220-584399.png,True
14,2026-03-26T18:42:21.583939Z,2026-03-26T18:42:20.584399Z,2026-03-26T18:42:21.583939Z,0,idle,cursor_idle_or_hover,392.86,658.27,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-184208/screenshots/frame-000014-20260326-184221-583939.png,True
15,2026-03-26T18:42:22.584627Z,2026-03-26T18:42:21.583939Z,2026-03-26T18:42:22.584627Z,0,idle,cursor_idle_or_hover,392.86,658.27,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-184208/screenshots/frame-000015-20260326-184222-584627.png,True
16,2026-03-26T18:42:23.584102Z,2026-03-26T18:42:22.584627Z,2026-03-26T18:42:23.584102Z,0,idle,cursor_idle_or_hover,392.86,658.27,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-184208/screenshots/frame-000016-20260326-184223-584102.png,True
17,2026-03-26T18:42:24.584101Z,2026-03-26T18:42:23.584102Z,2026-03-26T18:42:24.584101Z,0,idle,cursor_idle_or_hover,392.86,658.27,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-184208/screenshots/frame-000017-20260326-184224-584101.png,True
18,2026-03-26T18:42:25.584163Z,2026-03-26T18:42:24.584101Z,2026-03-26T18:42:25.584163Z,0,idle,cursor_idle_or_hover,392.86,658.27,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-184208/screenshots/frame-000018-20260326-184225-584163.png,True
19,2026-03-26T18:42:26.584096Z,2026-03-26T18:42:25.584163Z,2026-03-26T18:42:26.584096Z,0,idle,cursor_idle_or_hover,392.86,658.27,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-184208/screenshots/frame-000019-20260326-184226-584096.png,True
20,2026-03-26T18:42:27.584357Z,2026-03-26T18:42:26.584096Z,2026-03-26T18:42:27.584357Z,0,idle,cursor_idle_or_hover,392.86,658.27,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-184208/screenshots/frame-000020-20260326-184227-584357.png,True
21,2026-03-26T18:42:28.584233Z,2026-03-26T18:42:27.584357Z,2026-03-26T18:42:28.584233Z,0,idle,cursor_idle_or_hover,392.86,658.27,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-184208/screenshots/frame-000021-20260326-184228-584233.png,True
22,2026-03-26T18:42:29.584242Z,2026-03-26T18:42:28.584233Z,2026-03-26T18:42:29.584242Z,0,idle,cursor_idle_or_hover,392.86,658.27,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-184208/screenshots/frame-000022-20260326-184229-584242.png,True
