segment_id,family,start_at,end_at,start_ts_epoch,end_ts_epoch,duration_ms,event_count,move_distance_px,click_down_count,click_up_count,scroll_event_count,avg_x,avg_y
1,move,2026-03-26T18:52:08.698397Z,2026-03-26T18:52:09.654916Z,1774551128.698397,1774551129.654916,956.52,76,133.5,0,0,0,366.16,634.13
