event_id,timestamp,ts_epoch,delta_ms_prev,event_type,x,y,dx,dy,distance_px,scroll_dx,scroll_dy,button
22,2026-03-26T18:52:08.867723Z,1774551128.867723,7.69,move,362.19,629.17,-0.79,2.38,2.51,,,
23,2026-03-26T18:52:08.875258Z,1774551128.8752582,7.54,move,361.28,632.79,-0.91,3.62,3.73,,,
24,2026-03-26T18:52:08.884274Z,1774551128.884274,9.02,move,360.01,635.75,-1.27,2.96,3.22,,,
25,2026-03-26T18:52:08.892212Z,1774551128.892212,7.94,move,359.62,638.13,-0.4,2.38,2.41,,,
26,2026-03-26T18:52:08.900467Z,1774551128.900467,8.26,move,359.25,639.97,-0.37,1.85,1.88,,,
27,2026-03-26T18:52:08.908477Z,1774551128.9084768,8.01,move,358.91,641.34,-0.34,1.37,1.41,,,
28,2026-03-26T18:52:08.917371Z,1774551128.9173708,8.89,move,358.91,641.91,0.0,0.57,0.57,,,
29,2026-03-26T18:52:08.925293Z,1774551128.925293,7.92,move,358.91,642.48,0.0,0.57,0.57,,,
30,2026-03-26T18:52:08.939012Z,1774551128.939012,13.72,move,358.91,642.74,0.0,0.26,0.26,,,
31,2026-03-26T18:52:08.943362Z,1774551128.943362,4.35,move,358.91,643.0,0.0,0.26,0.26,,,
32,2026-03-26T18:52:08.950109Z,1774551128.950109,6.75,move,358.91,643.25,0.0,0.26,0.26,,,
33,2026-03-26T18:52:08.958028Z,1774551128.958028,7.92,move,358.91,643.51,0.0,0.26,0.26,,,
34,2026-03-26T18:52:08.966325Z,1774551128.966325,8.3,move,358.91,643.77,0.0,0.26,0.26,,,
35,2026-03-26T18:52:08.974588Z,1774551128.974588,8.26,move,358.91,644.03,0.0,0.26,0.26,,,
36,2026-03-26T18:52:08.982670Z,1774551128.98267,8.08,move,358.91,644.6,0.0,0.57,0.57,,,
37,2026-03-26T18:52:08.990479Z,1774551128.990479,7.81,move,358.91,645.96,0.0,1.37,1.37,,,
38,2026-03-26T18:52:08.998902Z,1774551128.998902,8.42,move,358.91,647.33,0.0,1.37,1.37,,,
39,2026-03-26T18:52:09.007437Z,1774551129.007437,8.53,move,358.91,648.69,0.0,1.36,1.36,,,
40,2026-03-26T18:52:09.015788Z,1774551129.015788,8.35,move,358.91,650.06,0.0,1.37,1.37,,,
41,2026-03-26T18:52:09.024578Z,1774551129.024578,8.79,move,358.91,651.4,0.0,1.34,1.34,,,
42,2026-03-26T18:52:09.032579Z,1774551129.0325792,8.0,move,358.91,652.77,0.0,1.37,1.37,,,
43,2026-03-26T18:52:09.050045Z,1774551129.050045,17.47,move,358.59,653.7,-0.31,0.94,0.99,,,
44,2026-03-26T18:52:09.050240Z,1774551129.05024,0.2,move,358.59,654.64,0.0,0.93,0.93,,,
45,2026-03-26T18:52:09.060530Z,1774551129.06053,10.29,move,358.59,655.58,0.0,0.94,0.94,,,
46,2026-03-26T18:52:09.064521Z,1774551129.064521,3.99,move,358.31,656.15,-0.28,0.57,0.64,,,
47,2026-03-26T18:52:09.075917Z,1774551129.075917,11.4,move,358.31,656.72,0.0,0.57,0.57,,,
48,2026-03-26T18:52:09.081101Z,1774551129.081101,5.18,move,358.31,657.66,0.0,0.94,0.94,,,
49,2026-03-26T18:52:09.089070Z,1774551129.08907,7.97,move,358.0,658.6,-0.31,0.94,0.99,,,
50,2026-03-26T18:52:09.099024Z,1774551129.0990238,9.95,move,358.0,659.17,0.0,0.57,0.57,,,
51,2026-03-26T18:52:09.108295Z,1774551129.108295,9.27,move,358.0,660.11,0.0,0.94,0.94,,,
52,2026-03-26T18:52:09.114122Z,1774551129.114122,5.83,move,358.0,660.68,0.0,0.57,0.57,,,
53,2026-03-26T18:52:09.124051Z,1774551129.1240509,9.93,move,358.0,661.25,0.0,0.57,0.57,,,
54,2026-03-26T18:52:09.130632Z,1774551129.130632,6.58,move,357.68,662.19,-0.31,0.94,0.99,,,
55,2026-03-26T18:52:09.138302Z,1774551129.1383018,7.67,move,357.68,662.45,0.0,0.26,0.26,,,
56,2026-03-26T18:52:09.148094Z,1774551129.148094,9.79,move,357.68,663.02,0.0,0.57,0.57,,,
57,2026-03-26T18:52:09.154344Z,1774551129.1543438,6.25,move,357.68,663.28,0.0,0.26,0.26,,,
58,2026-03-26T18:52:09.164530Z,1774551129.16453,10.19,move,357.68,663.53,0.0,0.26,0.26,,,
59,2026-03-26T18:52:09.171527Z,1774551129.171527,7.0,move,357.68,663.79,0.0,0.26,0.26,,,
60,2026-03-26T18:52:09.203300Z,1774551129.2033,31.77,move,357.68,664.03,0.0,0.24,0.24,,,
61,2026-03-26T18:52:09.229295Z,1774551129.229295,26.0,move,357.44,664.03,-0.24,0.0,0.24,,,
62,2026-03-26T18:52:09.253162Z,1774551129.253162,23.87,move,357.2,664.03,-0.24,0.0,0.24,,,
63,2026-03-26T18:52:09.318809Z,1774551129.318809,65.65,move,357.2,663.8,0.0,-0.23,0.23,,,
64,2026-03-26T18:52:09.326906Z,1774551129.3269062,8.1,move,357.2,663.22,0.0,-0.57,0.57,,,
65,2026-03-26T18:52:09.335159Z,1774551129.335159,8.25,move,357.2,662.28,0.0,-0.94,0.94,,,
66,2026-03-26T18:52:09.343701Z,1774551129.343701,8.54,move,357.2,661.71,0.0,-0.57,0.57,,,
67,2026-03-26T18:52:09.351870Z,1774551129.35187,8.17,move,357.2,660.77,0.0,-0.94,0.94,,,
68,2026-03-26T18:52:09.359306Z,1774551129.359306,7.44,move,357.2,660.2,0.0,-0.57,0.57,,,
69,2026-03-26T18:52:09.367282Z,1774551129.367282,7.98,move,357.2,659.63,0.0,-0.57,0.57,,,
70,2026-03-26T18:52:09.375716Z,1774551129.3757162,8.43,move,357.2,659.37,0.0,-0.26,0.26,,,
71,2026-03-26T18:52:09.383704Z,1774551129.383704,7.99,move,357.2,659.11,0.0,-0.26,0.26,,,
72,2026-03-26T18:52:09.392449Z,1774551129.3924491,8.75,move,357.2,658.85,0.0,-0.26,0.26,,,
73,2026-03-26T18:52:09.417859Z,1774551129.417859,25.41,move,357.2,658.61,0.0,-0.24,0.24,,,
74,2026-03-26T18:52:09.557171Z,1774551129.5571709,139.31,move,356.97,658.61,-0.23,0.0,0.23,,,
75,2026-03-26T18:52:09.649768Z,1774551129.6497679,92.6,move,356.97,658.14,0.0,-0.47,0.47,,,
76,2026-03-26T18:52:09.654916Z,1774551129.654916,5.15,move,356.97,657.57,0.0,-0.57,0.57,,,
