event_id,timestamp,ts_epoch,delta_ms_prev,event_type,x,y,dx,dy,distance_px,scroll_dx,scroll_dy,button
17,2026-03-26T19:19:21.786387Z,1774552761.786387,8.06,move,33.98,682.45,-0.57,-0.57,0.81,,,
18,2026-03-26T19:19:21.794674Z,1774552761.794674,8.29,move,33.04,682.14,-0.94,-0.31,0.99,,,
19,2026-03-26T19:19:21.803153Z,1774552761.8031528,8.48,move,32.47,681.85,-0.57,-0.29,0.64,,,
20,2026-03-26T19:19:21.810976Z,1774552761.810976,7.82,move,31.53,681.54,-0.94,-0.31,0.99,,,
21,2026-03-26T19:19:21.818657Z,1774552761.818657,7.68,move,30.59,680.91,-0.94,-0.63,1.13,,,
22,2026-03-26T19:19:21.826972Z,1774552761.826972,8.32,move,29.9,679.54,-0.68,-1.37,1.53,,,
23,2026-03-26T19:19:21.835503Z,1774552761.835503,8.53,move,29.17,677.7,-0.74,-1.85,1.99,,,
24,2026-03-26T19:19:21.844127Z,1774552761.844127,8.62,move,28.77,675.33,-0.39,-2.37,2.4,,,
25,2026-03-26T19:19:21.852203Z,1774552761.852203,8.08,move,28.77,672.36,0.0,-2.97,2.97,,,
26,2026-03-26T19:19:21.860209Z,1774552761.860209,8.01,move,28.77,670.99,0.0,-1.37,1.37,,,
27,2026-03-26T19:19:21.869465Z,1774552761.869465,9.26,move,28.77,668.63,0.0,-2.36,2.36,,,
28,2026-03-26T19:19:21.876722Z,1774552761.8767219,7.26,move,28.77,666.78,0.0,-1.85,1.85,,,
29,2026-03-26T19:19:21.885407Z,1774552761.885407,8.69,move,28.77,665.84,0.0,-0.94,0.94,,,
30,2026-03-26T19:19:21.893029Z,1774552761.8930292,7.62,move,29.06,665.27,0.29,-0.57,0.64,,,
31,2026-03-26T19:19:21.901683Z,1774552761.9016829,8.65,move,29.63,664.98,0.57,-0.29,0.64,,,
32,2026-03-26T19:19:21.908790Z,1774552761.90879,7.11,move,30.57,664.98,0.94,0.0,0.94,,,
33,2026-03-26T19:19:21.917594Z,1774552761.9175942,8.8,move,32.42,664.98,1.85,0.0,1.85,,,
34,2026-03-26T19:19:21.926395Z,1774552761.926395,8.8,move,34.79,664.98,2.38,0.0,2.38,,,
35,2026-03-26T19:19:21.935931Z,1774552761.935931,9.54,move,39.12,665.94,4.33,0.96,4.43,,,
36,2026-03-26T19:19:21.942699Z,1774552761.942699,6.77,move,44.2,666.45,5.09,0.51,5.11,,,
37,2026-03-26T19:19:21.954050Z,1774552761.95405,11.35,move,52.89,667.07,8.69,0.62,8.71,,,
38,2026-03-26T19:19:21.958197Z,1774552761.9581969,4.15,move,71.48,667.07,18.6,0.0,18.6,,,
39,2026-03-26T19:19:21.968211Z,1774552761.968211,10.01,move,88.64,667.07,17.16,0.0,17.16,,,
40,2026-03-26T19:19:21.975306Z,1774552761.975306,7.1,move,113.56,669.95,24.92,2.87,25.08,,,
41,2026-03-26T19:19:21.985042Z,1774552761.9850419,9.74,move,140.2,676.86,26.64,6.91,27.52,,,
42,2026-03-26T19:19:21.992186Z,1774552761.992186,7.14,move,168.37,689.37,28.17,12.52,30.83,,,
43,2026-03-26T19:19:22.002980Z,1774552762.00298,10.79,move,199.97,707.43,31.6,18.06,36.39,,,
44,2026-03-26T19:19:22.008676Z,1774552762.008676,5.7,move,229.31,730.0,29.34,22.57,37.02,,,
45,2026-03-26T19:19:22.024861Z,1774552762.0248609,16.18,move,258.23,755.45,28.92,25.45,38.53,,,
46,2026-03-26T19:19:22.025101Z,1774552762.025101,0.24,move,269.14,767.14,10.91,11.69,15.99,,,
47,2026-03-26T19:19:22.057807Z,1774552762.0578072,32.71,move,276.58,775.26,7.44,8.12,11.01,,,
48,2026-03-26T19:19:22.058403Z,1774552762.058403,0.6,move,282.5,780.59,5.92,5.33,7.97,,,
49,2026-03-26T19:19:22.058642Z,1774552762.058642,0.24,move,301.11,795.47,18.6,14.88,23.82,,,
50,2026-03-26T19:19:22.058989Z,1774552762.058989,0.35,move,308.55,799.98,7.44,4.51,8.71,,,
51,2026-03-26T19:19:22.244072Z,1774552762.244072,185.08,move,308.55,799.75,0.0,-0.23,0.23,,,
52,2026-03-26T19:19:22.260241Z,1774552762.2602408,16.17,move,308.55,797.37,0.0,-2.38,2.38,,,
53,2026-03-26T19:19:22.260853Z,1774552762.260853,0.61,move,308.55,794.4,0.0,-2.97,2.97,,,
54,2026-03-26T19:19:22.270504Z,1774552762.270504,9.65,move,308.01,788.5,-0.54,-5.9,5.93,,,
55,2026-03-26T19:19:22.276029Z,1774552762.2760289,5.52,move,307.37,778.77,-0.65,-9.73,9.75,,,
56,2026-03-26T19:19:22.286174Z,1774552762.286174,10.15,move,305.9,765.58,-1.47,-13.19,13.27,,,
57,2026-03-26T19:19:22.292065Z,1774552762.292065,5.89,move,305.14,751.13,-0.76,-14.45,14.47,,,
58,2026-03-26T19:19:22.320311Z,1774552762.320311,28.25,move,304.32,733.97,-0.82,-17.16,17.18,,,
59,2026-03-26T19:19:22.320458Z,1774552762.320458,0.15,move,304.32,716.81,0.0,-17.16,17.16,,,
60,2026-03-26T19:19:22.320560Z,1774552762.3205602,0.1,move,304.32,709.11,0.0,-7.7,7.7,,,
61,2026-03-26T19:19:22.326418Z,1774552762.326418,5.86,move,304.32,703.21,0.0,-5.9,5.9,,,
62,2026-03-26T19:19:22.337931Z,1774552762.337931,11.51,move,304.32,693.48,0.0,-9.73,9.73,,,
63,2026-03-26T19:19:22.340208Z,1774552762.340208,2.28,move,304.32,686.71,0.0,-6.77,6.77,,,
64,2026-03-26T19:19:22.352791Z,1774552762.352791,12.58,move,304.83,681.62,0.51,-5.09,5.11,,,
65,2026-03-26T19:19:22.357467Z,1774552762.357467,4.68,move,306.02,679.24,1.19,-2.38,2.66,,,
66,2026-03-26T19:19:22.364253Z,1774552762.364253,6.79,move,307.13,677.76,1.11,-1.48,1.85,,,
67,2026-03-26T19:19:22.372847Z,1774552762.372847,8.59,move,308.07,677.45,0.94,-0.31,0.99,,,
68,2026-03-26T19:19:22.381641Z,1774552762.381641,8.79,move,308.64,677.45,0.57,0.0,0.57,,,
69,2026-03-26T19:19:22.389275Z,1774552762.3892748,7.63,move,309.58,677.45,0.94,0.0,0.94,,,
70,2026-03-26T19:19:22.396449Z,1774552762.396449,7.17,move,310.15,677.74,0.57,0.29,0.64,,,
71,2026-03-26T19:19:22.405868Z,1774552762.405868,9.42,move,310.84,679.1,0.68,1.37,1.53,,,
72,2026-03-26T19:19:22.413091Z,1774552762.4130912,7.22,move,311.15,680.04,0.31,0.94,0.99,,,
73,2026-03-26T19:19:22.421784Z,1774552762.4217842,8.69,move,311.46,680.98,0.31,0.94,0.99,,,
74,2026-03-26T19:19:22.430086Z,1774552762.430086,8.3,move,311.78,681.92,0.31,0.94,0.99,,,
75,2026-03-26T19:19:22.443190Z,1774552762.44319,13.1,move,312.03,682.18,0.26,0.26,0.36,,,
76,2026-03-26T19:19:22.446072Z,1774552762.446072,2.88,move,312.03,682.44,0.0,0.26,0.26,,,
77,2026-03-26T19:19:22.478665Z,1774552762.4786649,32.59,move,312.03,681.95,0.0,-0.49,0.49,,,
78,2026-03-26T19:19:22.487201Z,1774552762.487201,8.54,move,311.75,681.38,-0.29,-0.57,0.64,,,
79,2026-03-26T19:19:22.494872Z,1774552762.494872,7.67,move,311.18,680.81,-0.57,-0.57,0.81,,,
80,2026-03-26T19:19:22.503275Z,1774552762.503275,8.4,move,310.89,680.23,-0.29,-0.57,0.64,,,
81,2026-03-26T19:19:22.511439Z,1774552762.511439,8.16,move,310.63,679.98,-0.26,-0.26,0.37,,,
82,2026-03-26T19:19:22.519845Z,1774552762.519845,8.41,move,310.37,679.72,-0.26,-0.26,0.37,,,
83,2026-03-26T19:19:22.528832Z,1774552762.528832,8.99,move,310.12,679.46,-0.26,-0.26,0.36,,,
84,2026-03-26T19:19:22.535939Z,1774552762.535939,7.11,move,310.12,679.2,0.0,-0.26,0.26,,,
85,2026-03-26T19:19:22.544290Z,1774552762.54429,8.35,move,309.86,679.2,-0.26,0.0,0.26,,,
86,2026-03-26T19:19:22.577818Z,1774552762.5778182,33.53,move,309.86,679.44,0.0,0.24,0.24,,,
87,2026-03-26T19:19:22.586152Z,1774552762.5861518,8.33,move,309.86,680.8,0.0,1.36,1.36,,,
88,2026-03-26T19:19:22.593284Z,1774552762.5932841,7.13,move,309.86,683.77,0.0,2.97,2.97,,,
89,2026-03-26T19:19:22.601268Z,1774552762.601268,7.98,move,309.86,686.75,0.0,2.97,2.97,,,
90,2026-03-26T19:19:22.609797Z,1774552762.609797,8.53,move,309.86,689.72,0.0,2.97,2.97,,,
91,2026-03-26T19:19:22.618504Z,1774552762.618504,8.71,move,309.86,694.05,0.0,4.33,4.33,,,
92,2026-03-26T19:19:22.626721Z,1774552762.626721,8.22,move,309.86,695.89,0.0,1.85,1.85,,,
93,2026-03-26T19:19:22.634482Z,1774552762.634482,7.76,move,309.86,698.84,0.0,2.95,2.95,,,
94,2026-03-26T19:19:22.642795Z,1774552762.642795,8.31,move,309.86,701.81,0.0,2.97,2.97,,,
95,2026-03-26T19:19:22.650888Z,1774552762.650888,8.09,move,309.86,703.66,0.0,1.84,1.84,,,
96,2026-03-26T19:19:22.659034Z,1774552762.659034,8.15,move,309.86,705.5,0.0,1.85,1.85,,,
97,2026-03-26T19:19:22.669438Z,1774552762.669438,10.4,move,309.86,706.44,0.0,0.94,0.94,,,
98,2026-03-26T19:19:22.676752Z,1774552762.6767519,7.31,move,309.86,707.01,0.0,0.57,0.57,,,
99,2026-03-26T19:19:22.686365Z,1774552762.686365,9.61,move,309.86,707.27,0.0,0.26,0.26,,,
100,2026-03-26T19:19:22.693288Z,1774552762.6932878,6.92,move,309.6,707.53,-0.26,0.26,0.37,,,
101,2026-03-26T19:19:22.700818Z,1774552762.7008178,7.53,move,309.34,707.53,-0.26,0.0,0.26,,,
102,2026-03-26T19:19:22.709129Z,1774552762.7091289,8.31,move,309.08,707.53,-0.26,0.0,0.26,,,
103,2026-03-26T19:19:22.726134Z,1774552762.726134,17.01,move,308.84,707.53,-0.24,0.0,0.24,,,
104,2026-03-26T19:19:22.734987Z,1774552762.734987,8.85,move,308.58,707.53,-0.26,0.0,0.26,,,
105,2026-03-26T19:19:22.741869Z,1774552762.741869,6.88,move,308.58,707.27,0.0,-0.26,0.26,,,
106,2026-03-26T19:19:22.752845Z,1774552762.752845,10.98,move,308.58,707.01,0.0,-0.26,0.26,,,
107,2026-03-26T19:19:22.758501Z,1774552762.758501,5.66,move,308.32,706.76,-0.26,-0.26,0.36,,,
108,2026-03-26T19:19:22.786414Z,1774552762.7864141,27.91,move,308.32,706.52,0.0,-0.24,0.24,,,
109,2026-03-26T19:19:22.856333Z,1774552762.856333,69.92,move,308.09,706.52,-0.23,0.0,0.23,,,
110,2026-03-26T19:19:22.863968Z,1774552762.863968,7.63,move,308.09,706.26,0.0,-0.26,0.26,,,
111,2026-03-26T19:19:22.880498Z,1774552762.880498,16.53,move,307.84,706.01,-0.24,-0.24,0.35,,,
112,2026-03-26T19:19:22.889251Z,1774552762.889251,8.75,move,307.59,705.76,-0.26,-0.26,0.37,,,
113,2026-03-26T19:19:22.896788Z,1774552762.896788,7.54,move,307.33,705.5,-0.26,-0.26,0.37,,,
114,2026-03-26T19:19:22.905937Z,1774552762.905937,9.15,move,306.76,705.21,-0.57,-0.29,0.64,,,
115,2026-03-26T19:19:22.913843Z,1774552762.913843,7.91,move,306.5,704.95,-0.26,-0.26,0.36,,,
116,2026-03-26T19:19:22.921812Z,1774552762.921812,7.97,move,305.93,704.38,-0.57,-0.57,0.81,,,
117,2026-03-26T19:19:22.929476Z,1774552762.929476,7.66,move,305.67,704.12,-0.26,-0.26,0.36,,,
118,2026-03-26T19:19:22.937996Z,1774552762.9379961,8.52,move,305.41,703.87,-0.26,-0.26,0.37,,,
119,2026-03-26T19:19:22.946622Z,1774552762.946622,8.63,move,305.15,703.61,-0.26,-0.26,0.37,,,
120,2026-03-26T19:19:22.954212Z,1774552762.9542122,7.59,move,304.89,703.35,-0.26,-0.26,0.37,,,
121,2026-03-26T19:19:22.966541Z,1774552762.966541,12.33,move,304.64,703.35,-0.26,0.0,0.26,,,
122,2026-03-26T19:19:22.978983Z,1774552762.978983,12.44,move,304.39,703.35,-0.24,0.0,0.24,,,
123,2026-03-26T19:19:23.003870Z,1774552763.00387,24.89,click_down,304.39,703.35,,,,,,Button.left
124,2026-03-26T19:19:23.135075Z,1774552763.135075,131.21,click_up,304.39,703.35,,,,,,Button.left
