event_id,timestamp,ts_epoch,delta_ms_prev,event_type,x,y,dx,dy,distance_px,scroll_dx,scroll_dy,button
1,2026-03-26T19:20:04.298613Z,1774552804.298613,,scroll,482.52,710.93,,,,0.0,-1.0,
2,2026-03-26T19:20:04.300826Z,1774552804.300826,2.21,scroll,482.52,710.93,,,,0.0,-1.0,
3,2026-03-26T19:20:04.308823Z,1774552804.308823,8.0,scroll,482.52,710.93,,,,0.0,-1.0,
4,2026-03-26T19:20:04.318203Z,1774552804.318203,9.38,scroll,482.52,710.93,,,,0.0,-1.0,
5,2026-03-26T19:20:04.329956Z,1774552804.329956,11.75,scroll,482.52,710.93,,,,0.0,-1.0,
6,2026-03-26T19:20:04.340213Z,1774552804.340213,10.26,scroll,482.52,710.93,,,,0.0,-1.0,
7,2026-03-26T19:20:04.355538Z,1774552804.355538,15.32,scroll,482.52,710.93,,,,0.0,-1.0,
8,2026-03-26T19:20:04.364496Z,1774552804.3644958,8.96,scroll,482.52,710.93,,,,0.0,-1.0,
9,2026-03-26T19:20:04.374367Z,1774552804.374367,9.87,scroll,482.52,710.93,,,,0.0,-1.0,
10,2026-03-26T19:20:04.385120Z,1774552804.38512,10.75,scroll,482.52,710.93,,,,0.0,-1.0,
11,2026-03-26T19:20:04.416448Z,1774552804.416448,31.33,scroll,482.52,710.93,,,,0.0,-1.0,
12,2026-03-26T19:20:04.430876Z,1774552804.430876,14.43,scroll,482.52,710.93,,,,0.0,-1.0,
13,2026-03-26T19:20:04.432423Z,1774552804.4324229,1.55,scroll,482.52,710.93,,,,0.0,-1.0,
14,2026-03-26T19:20:04.432621Z,1774552804.432621,0.2,scroll,482.52,710.93,,,,0.0,-1.0,
15,2026-03-26T19:20:04.446220Z,1774552804.44622,13.6,scroll,482.52,710.93,,,,0.0,-1.0,
16,2026-03-26T19:20:04.457509Z,1774552804.457509,11.29,scroll,482.52,710.93,,,,0.0,-1.0,
17,2026-03-26T19:20:04.469235Z,1774552804.469235,11.73,scroll,482.52,710.93,,,,0.0,-1.0,
