frame_id,captured_at,window_start_at,window_end_at,event_count,intent,relationship_label,cursor_x,cursor_y,app,window,screenshot_path,screenshot_exists
15,2026-03-26T19:10:52.831383Z,2026-03-26T19:10:46.832075Z,2026-03-26T19:10:52.831383Z,0,idle,cursor_idle_or_hover,524.44,522.18,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-191031/screenshots/frame-000015-20260326-191052-831383.png,True
16,2026-03-26T19:10:54.304143Z,2026-03-26T19:10:52.831383Z,2026-03-26T19:10:54.304143Z,0,idle,cursor_idle_or_hover,524.44,522.18,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-191031/screenshots/frame-000016-20260326-191054-304143.png,True
17,2026-03-26T19:10:55.199407Z,2026-03-26T19:10:54.304143Z,2026-03-26T19:10:55.199407Z,1,scroll_navigation,cursor_context_scroll,524.44,522.18,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-191031/screenshots/frame-000017-20260326-191055-199407.png,True
18,2026-03-26T19:10:56.050681Z,2026-03-26T19:10:55.199407Z,2026-03-26T19:10:56.050681Z,29,scroll_navigation,cursor_context_scroll,524.44,522.18,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-191031/screenshots/frame-000018-20260326-191056-050681.png,True
19,2026-03-26T19:10:56.848573Z,2026-03-26T19:10:56.050681Z,2026-03-26T19:10:56.848573Z,23,scroll_navigation,cursor_context_scroll,524.44,522.18,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-191031/screenshots/frame-000019-20260326-191056-848573.png,True
20,2026-03-26T19:10:57.831968Z,2026-03-26T19:10:56.848573Z,2026-03-26T19:10:57.831968Z,25,scroll_navigation,cursor_context_scroll,524.44,522.18,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-191031/screenshots/frame-000020-20260326-191057-831968.png,True
21,2026-03-26T19:10:58.831307Z,2026-03-26T19:10:57.831968Z,2026-03-26T19:10:58.831307Z,28,scroll_navigation,cursor_context_scroll,525.49,546.35,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-191031/screenshots/frame-000021-20260326-191058-831307.png,True
22,2026-03-26T19:10:59.831498Z,2026-03-26T19:10:58.831307Z,2026-03-26T19:10:59.831498Z,44,scroll_navigation,cursor_context_scroll,525.49,546.35,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-191031/screenshots/frame-000022-20260326-191059-831498.png,True
23,2026-03-26T19:11:01.151258Z,2026-03-26T19:10:59.831498Z,2026-03-26T19:11:01.151258Z,50,scroll_navigation,cursor_context_scroll,525.49,546.35,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-191031/screenshots/frame-000023-20260326-191101-151258.png,True
24,2026-03-26T19:11:02.507823Z,2026-03-26T19:11:01.151258Z,2026-03-26T19:11:02.507823Z,90,scroll_navigation,cursor_context_scroll,525.49,546.35,Terminal,danielgoldberg — node ◂ node ~/Library/pnpm/global/5/.pnpm/@openai+codex@0.98.0/node_modules/@openai/codex/bin/codex.js --dangerously-bypass-approvals-and-sandbox — 80×24,/Users/<owner>/tools/cursor-watch-learn/output/run-20260326-191031/screenshots/frame-000024-20260326-191102-507823.png,True
