event_id,timestamp,ts_epoch,delta_ms_prev,event_type,x,y,dx,dy,distance_px,scroll_dx,scroll_dy,button
105,2026-03-26T19:11:42.420467Z,1774552302.420467,44.11,move,581.52,465.12,-0.46,0.0,0.46,,,
106,2026-03-26T19:11:42.426869Z,1774552302.426869,6.4,move,578.55,465.12,-2.97,0.0,2.97,,,
107,2026-03-26T19:11:42.437618Z,1774552302.437618,10.75,move,573.46,464.1,-5.09,-1.02,5.19,,,
108,2026-03-26T19:11:42.455011Z,1774552302.4550111,17.39,move,561.01,458.97,-12.46,-5.13,13.47,,,
109,2026-03-26T19:11:42.455524Z,1774552302.4555242,0.51,move,546.81,451.08,-14.2,-7.89,16.25,,,
110,2026-03-26T19:11:42.460342Z,1774552302.460342,4.82,move,527.87,439.36,-18.94,-11.72,22.27,,,
111,2026-03-26T19:11:42.472312Z,1774552302.472312,11.97,move,504.52,423.12,-23.34,-16.24,28.44,,,
112,2026-03-26T19:11:42.475855Z,1774552302.475855,3.54,move,478.8,403.83,-25.72,-19.29,32.15,,,
113,2026-03-26T19:11:42.492298Z,1774552302.492298,16.44,move,455.85,382.96,-22.95,-20.87,31.02,,,
114,2026-03-26T19:11:42.492513Z,1774552302.492513,0.22,move,446.33,373.44,-9.52,-9.52,13.47,,,
115,2026-03-26T19:11:42.503712Z,1774552302.503712,11.2,move,429.08,354.27,-17.25,-19.17,25.79,,,
116,2026-03-26T19:11:42.517428Z,1774552302.517428,13.72,move,415.55,337.14,-13.53,-17.13,21.83,,,
117,2026-03-26T19:11:42.533414Z,1774552302.533414,15.99,move,412.16,330.93,-3.39,-6.21,7.07,,,
118,2026-03-26T19:11:42.533535Z,1774552302.533535,0.12,move,405.46,318.27,-6.7,-12.66,14.33,,,
119,2026-03-26T19:11:42.533606Z,1774552302.5336058,0.07,move,401.23,306.99,-4.23,-11.27,12.04,,,
120,2026-03-26T19:11:42.541190Z,1774552302.54119,7.58,move,399.37,298.31,-1.86,-8.69,8.88,,,
121,2026-03-26T19:11:42.548668Z,1774552302.548668,7.48,move,398.78,290.61,-0.59,-7.7,7.72,,,
122,2026-03-26T19:11:42.558338Z,1774552302.5583382,9.67,move,398.78,283.88,0.0,-6.72,6.72,,,
123,2026-03-26T19:11:42.565729Z,1774552302.5657291,7.39,move,398.78,277.98,0.0,-5.9,5.9,,,
124,2026-03-26T19:11:42.579441Z,1774552302.5794408,13.71,move,398.78,273.0,0.0,-4.98,4.98,,,
125,2026-03-26T19:11:42.583908Z,1774552302.583908,4.47,move,399.8,267.92,1.02,-5.09,5.19,,,
126,2026-03-26T19:11:42.592400Z,1774552302.5923998,8.49,move,401.24,263.59,1.44,-4.33,4.56,,,
127,2026-03-26T19:11:42.599062Z,1774552302.599062,6.66,move,401.98,261.75,0.74,-1.85,1.99,,,
128,2026-03-26T19:11:42.610006Z,1774552302.610006,10.94,move,403.33,258.15,1.35,-3.6,3.84,,,
129,2026-03-26T19:11:42.615426Z,1774552302.615426,5.42,move,404.6,255.17,1.27,-2.97,3.24,,,
130,2026-03-26T19:11:42.624683Z,1774552302.624683,9.26,move,405.87,252.2,1.27,-2.97,3.24,,,
131,2026-03-26T19:11:42.632024Z,1774552302.632024,7.34,move,407.13,249.27,1.26,-2.93,3.19,,,
132,2026-03-26T19:11:42.641606Z,1774552302.6416059,9.58,move,407.53,246.9,0.4,-2.37,2.41,,,
133,2026-03-26T19:11:42.652332Z,1774552302.652332,10.73,move,407.95,243.95,0.42,-2.94,2.97,,,
134,2026-03-26T19:11:42.659496Z,1774552302.6594958,7.16,move,408.34,241.57,0.4,-2.38,2.41,,,
135,2026-03-26T19:11:42.665449Z,1774552302.665449,5.95,move,408.34,238.6,0.0,-2.97,2.97,,,
136,2026-03-26T19:11:42.674738Z,1774552302.674738,9.29,move,408.34,237.23,0.0,-1.37,1.37,,,
137,2026-03-26T19:11:42.681867Z,1774552302.6818671,7.13,move,408.34,233.63,0.0,-3.6,3.6,,,
138,2026-03-26T19:11:42.691519Z,1774552302.691519,9.65,move,407.55,231.25,-0.79,-2.38,2.51,,,
139,2026-03-26T19:11:42.698377Z,1774552302.698377,6.86,move,405.85,228.7,-1.7,-2.55,3.06,,,
140,2026-03-26T19:11:42.707566Z,1774552302.707566,9.19,move,404.66,226.32,-1.19,-2.38,2.66,,,
141,2026-03-26T19:11:42.714762Z,1774552302.714762,7.2,move,403.92,224.48,-0.74,-1.85,1.99,,,
142,2026-03-26T19:11:42.722662Z,1774552302.722662,7.9,move,403.13,222.09,-0.79,-2.38,2.51,,,
143,2026-03-26T19:11:42.730705Z,1774552302.7307048,8.04,move,402.33,219.71,-0.79,-2.38,2.51,,,
144,2026-03-26T19:11:42.740168Z,1774552302.7401679,9.46,move,401.96,217.87,-0.37,-1.84,1.88,,,
145,2026-03-26T19:11:42.748428Z,1774552302.748428,8.26,move,401.96,216.02,0.0,-1.85,1.85,,,
146,2026-03-26T19:11:42.756619Z,1774552302.756619,8.19,move,401.96,214.66,0.0,-1.37,1.37,,,
147,2026-03-26T19:11:42.764770Z,1774552302.76477,8.15,move,401.96,213.29,0.0,-1.37,1.37,,,
148,2026-03-26T19:11:42.772642Z,1774552302.7726421,7.87,move,401.96,212.35,0.0,-0.94,0.94,,,
149,2026-03-26T19:11:42.781003Z,1774552302.781003,8.36,move,402.99,211.33,1.02,-1.02,1.45,,,
150,2026-03-26T19:11:42.789457Z,1774552302.7894568,8.45,move,404.47,210.22,1.48,-1.11,1.85,,,
151,2026-03-26T19:11:42.796540Z,1774552302.79654,7.08,move,405.94,209.11,1.48,-1.11,1.85,,,
152,2026-03-26T19:11:42.809332Z,1774552302.809332,12.79,move,407.04,207.65,1.1,-1.47,1.83,,,
153,2026-03-26T19:11:42.813427Z,1774552302.813427,4.1,move,408.52,206.54,1.48,-1.11,1.85,,,
154,2026-03-26T19:11:42.823842Z,1774552302.823842,10.42,move,409.6,205.1,1.08,-1.44,1.8,,,
155,2026-03-26T19:11:42.830117Z,1774552302.8301172,6.28,move,410.71,203.62,1.11,-1.48,1.85,,,
156,2026-03-26T19:11:42.837678Z,1774552302.8376782,7.56,move,411.39,202.25,0.68,-1.37,1.53,,,
157,2026-03-26T19:11:42.846479Z,1774552302.8464792,8.8,move,411.73,200.89,0.34,-1.37,1.41,,,
158,2026-03-26T19:11:42.854523Z,1774552302.854523,8.04,move,412.36,199.95,0.63,-0.94,1.13,,,
159,2026-03-26T19:11:42.862258Z,1774552302.862258,7.74,move,412.67,199.01,0.31,-0.94,0.99,,,
160,2026-03-26T19:11:42.871400Z,1774552302.8713999,9.14,move,412.96,198.44,0.29,-0.57,0.64,,,
161,2026-03-26T19:11:42.880377Z,1774552302.880377,8.98,move,412.96,198.18,0.0,-0.26,0.26,,,
162,2026-03-26T19:11:42.887570Z,1774552302.88757,7.19,move,412.96,197.92,0.0,-0.26,0.26,,,
163,2026-03-26T19:11:42.895743Z,1774552302.895743,8.17,move,413.22,197.66,0.26,-0.26,0.37,,,
164,2026-03-26T19:11:42.978948Z,1774552302.978948,83.21,click_down,413.22,197.66,,,,,,Button.left
165,2026-03-26T19:11:43.105553Z,1774552303.105553,126.6,click_up,413.22,197.66,,,,,,Button.left
166,2026-03-26T19:11:43.346741Z,1774552303.346741,241.19,move,413.22,195.79,0.0,-1.88,1.88,,,
167,2026-03-26T19:11:43.363189Z,1774552303.363189,16.45,move,413.22,193.9,0.0,-1.88,1.88,,,
168,2026-03-26T19:11:43.370827Z,1774552303.370827,7.64,move,413.22,190.93,0.0,-2.97,2.97,,,
169,2026-03-26T19:11:43.379854Z,1774552303.379854,9.03,move,413.22,187.96,0.0,-2.97,2.97,,,
170,2026-03-26T19:11:43.386903Z,1774552303.386903,7.05,move,413.22,184.98,0.0,-2.97,2.97,,,
171,2026-03-26T19:11:43.405037Z,1774552303.4050372,18.13,move,413.22,183.1,0.0,-1.88,1.88,,,
172,2026-03-26T19:11:43.412500Z,1774552303.4125,7.46,move,412.31,179.48,-0.91,-3.62,3.73,,,
173,2026-03-26T19:11:43.421120Z,1774552303.42112,8.62,move,411.83,175.16,-0.48,-4.33,4.35,,,
174,2026-03-26T19:11:43.429289Z,1774552303.4292889,8.17,move,408.9,161.97,-2.93,-13.19,13.51,,,
175,2026-03-26T19:11:43.442258Z,1774552303.442258,12.97,move,406.95,152.24,-1.95,-9.73,9.92,,,
176,2026-03-26T19:11:43.445185Z,1774552303.445185,2.93,move,404.36,142.52,-2.59,-9.73,10.07,,,
177,2026-03-26T19:11:43.453667Z,1774552303.4536672,8.48,move,401.54,130.54,-2.82,-11.98,12.3,,,
178,2026-03-26T19:11:43.461256Z,1774552303.461256,7.59,move,399.43,118.56,-2.11,-11.98,12.16,,,
179,2026-03-26T19:11:43.470156Z,1774552303.470156,8.9,move,398.89,112.69,-0.53,-5.87,5.9,,,
180,2026-03-26T19:11:43.477614Z,1774552303.4776142,7.46,move,397.54,101.87,-1.35,-10.82,10.91,,,
181,2026-03-26T19:11:43.486316Z,1774552303.486316,8.7,move,396.89,92.14,-0.65,-9.73,9.75,,,
182,2026-03-26T19:11:43.494375Z,1774552303.494375,8.06,move,396.89,84.44,0.0,-7.7,7.7,,,
183,2026-03-26T19:11:43.503432Z,1774552303.503432,9.06,move,396.89,81.47,0.0,-2.97,2.97,,,
184,2026-03-26T19:11:43.511013Z,1774552303.511013,7.58,move,396.89,76.38,0.0,-5.09,5.09,,,
185,2026-03-26T19:11:43.520634Z,1774552303.5206342,9.62,move,396.89,72.05,0.0,-4.33,4.33,,,
186,2026-03-26T19:11:43.528241Z,1774552303.528241,7.61,move,396.89,68.43,0.0,-3.62,3.62,,,
187,2026-03-26T19:11:43.557352Z,1774552303.5573518,29.11,move,396.89,66.05,0.0,-2.38,2.38,,,
188,2026-03-26T19:11:43.557600Z,1774552303.5576,0.25,move,396.89,64.69,0.0,-1.36,1.36,,,
189,2026-03-26T19:11:43.557707Z,1774552303.557707,0.11,move,396.89,63.33,0.0,-1.37,1.37,,,
190,2026-03-26T19:11:43.560558Z,1774552303.560558,2.85,move,396.89,62.39,0.0,-0.94,0.94,,,
191,2026-03-26T19:11:43.576695Z,1774552303.576695,16.14,move,396.61,61.81,-0.29,-0.57,0.64,,,
192,2026-03-26T19:11:43.577847Z,1774552303.577847,1.15,move,396.35,61.56,-0.26,-0.26,0.37,,,
193,2026-03-26T19:11:43.593499Z,1774552303.593499,15.65,move,396.35,61.3,0.0,-0.26,0.26,,,
194,2026-03-26T19:11:43.593679Z,1774552303.5936792,0.18,move,396.09,61.04,-0.26,-0.26,0.37,,,
195,2026-03-26T19:11:43.654536Z,1774552303.654536,60.86,move,396.33,61.04,0.23,0.0,0.23,,,
196,2026-03-26T19:11:43.661070Z,1774552303.66107,6.53,move,396.58,61.04,0.26,0.0,0.26,,,
197,2026-03-26T19:11:43.713088Z,1774552303.713088,52.02,move,396.83,61.04,0.24,0.0,0.24,,,
198,2026-03-26T19:11:43.715455Z,1774552303.715455,2.37,move,397.06,61.04,0.24,0.0,0.24,,,
199,2026-03-26T19:11:43.732416Z,1774552303.732416,16.96,move,397.31,61.28,0.24,0.24,0.35,,,
200,2026-03-26T19:11:43.744466Z,1774552303.7444658,12.05,move,397.31,61.54,0.0,0.26,0.26,,,
201,2026-03-26T19:11:43.749868Z,1774552303.749868,5.4,move,397.31,62.11,0.0,0.57,0.57,,,
202,2026-03-26T19:11:43.759667Z,1774552303.759667,9.8,move,397.57,62.37,0.26,0.26,0.37,,,
203,2026-03-26T19:11:43.764824Z,1774552303.7648242,5.16,move,397.57,62.63,0.0,0.26,0.26,,,
204,2026-03-26T19:11:43.772496Z,1774552303.772496,7.67,move,397.57,62.89,0.0,0.26,0.26,,,
205,2026-03-26T19:11:43.781226Z,1774552303.781226,8.73,move,397.57,63.14,0.0,0.26,0.26,,,
206,2026-03-26T19:11:43.789222Z,1774552303.789222,8.0,move,397.57,63.4,0.0,0.26,0.26,,,
207,2026-03-26T19:11:43.822584Z,1774552303.8225842,33.36,move,397.8,63.4,0.24,0.0,0.24,,,
208,2026-03-26T19:11:43.871771Z,1774552303.8717709,49.19,move,397.8,63.17,0.0,-0.24,0.24,,,
209,2026-03-26T19:11:43.941354Z,1774552303.941354,69.58,click_down,397.8,63.17,,,,,,Button.left
210,2026-03-26T19:11:43.942107Z,1774552303.942107,0.75,move,397.8,63.05,0.0,-0.12,0.12,,,
211,2026-03-26T19:11:44.170741Z,1774552304.170741,228.63,move,397.8,62.48,0.0,-0.57,0.57,,,
212,2026-03-26T19:11:44.188235Z,1774552304.188235,17.49,move,397.8,60.64,0.0,-1.85,1.85,,,
213,2026-03-26T19:11:44.205846Z,1774552304.205846,17.61,move,398.04,57.55,0.23,-3.09,3.1,,,
214,2026-03-26T19:11:44.222758Z,1774552304.2227578,16.91,move,398.8,54.16,0.76,-3.39,3.47,,,
215,2026-03-26T19:11:44.240898Z,1774552304.2408981,18.14,move,399.56,51.51,0.76,-2.64,2.75,,,
216,2026-03-26T19:11:44.259134Z,1774552304.259134,18.24,move,400.07,50.01,0.51,-1.5,1.58,,,
217,2026-03-26T19:11:44.271428Z,1774552304.271428,12.29,move,400.63,49.13,0.56,-0.88,1.05,,,
218,2026-03-26T19:11:44.288171Z,1774552304.288171,16.74,move,400.95,48.8,0.32,-0.33,0.46,,,
219,2026-03-26T19:11:44.306046Z,1774552304.306046,17.87,move,400.99,48.72,0.04,-0.07,0.08,,,
220,2026-03-26T19:11:44.320987Z,1774552304.320987,14.94,move,400.99,48.61,0.0,-0.12,0.12,,,
221,2026-03-26T19:11:44.337291Z,1774552304.337291,16.3,move,400.99,48.45,0.0,-0.16,0.16,,,
222,2026-03-26T19:11:44.354027Z,1774552304.354027,16.74,move,400.99,48.09,0.0,-0.36,0.36,,,
223,2026-03-26T19:11:44.372017Z,1774552304.372017,17.99,move,400.99,47.58,0.0,-0.51,0.51,,,
224,2026-03-26T19:11:44.387266Z,1774552304.3872662,15.25,move,400.99,47.06,0.0,-0.53,0.53,,,
225,2026-03-26T19:11:44.405043Z,1774552304.405043,17.78,move,400.99,46.6,0.0,-0.46,0.46,,,
226,2026-03-26T19:11:44.420537Z,1774552304.420537,15.49,move,400.99,46.33,0.0,-0.26,0.26,,,
227,2026-03-26T19:11:44.487322Z,1774552304.487322,66.79,move,400.99,46.16,0.0,-0.17,0.17,,,
228,2026-03-26T19:11:44.505371Z,1774552304.5053709,18.05,move,400.99,45.98,0.0,-0.19,0.19,,,
229,2026-03-26T19:11:44.521695Z,1774552304.521695,16.32,move,400.84,45.66,-0.15,-0.31,0.35,,,
230,2026-03-26T19:11:44.537401Z,1774552304.5374012,15.71,move,400.24,44.81,-0.59,-0.86,1.04,,,
231,2026-03-26T19:11:44.555656Z,1774552304.555656,18.25,move,399.49,43.27,-0.75,-1.53,1.71,,,
232,2026-03-26T19:11:44.574799Z,1774552304.574799,19.14,move,398.93,41.79,-0.56,-1.49,1.59,,,
233,2026-03-26T19:11:44.589086Z,1774552304.589086,14.29,move,398.42,40.54,-0.51,-1.25,1.35,,,
234,2026-03-26T19:11:44.606798Z,1774552304.6067982,17.71,move,398.42,40.41,0.0,-0.12,0.12,,,
235,2026-03-26T19:11:44.643939Z,1774552304.643939,37.14,click_up,398.42,40.41,,,,,,Button.left
236,2026-03-26T19:11:44.644054Z,1774552304.644054,0.11,move,398.42,39.91,0.0,-0.5,0.5,,,
237,2026-03-26T19:11:44.865362Z,1774552304.865362,221.31,move,398.42,40.85,0.0,0.93,0.93,,,
238,2026-03-26T19:11:44.874845Z,1774552304.874845,9.48,move,397.63,43.22,-0.79,2.37,2.5,,,
239,2026-03-26T19:11:44.882113Z,1774552304.882113,7.27,move,397.23,45.6,-0.4,2.38,2.41,,,
240,2026-03-26T19:11:44.890342Z,1774552304.890342,8.23,move,396.8,48.58,-0.42,2.97,3.0,,,
241,2026-03-26T19:11:44.898202Z,1774552304.8982022,7.86,move,396.8,51.55,0.0,2.97,2.97,,,
