segment_id,family,start_at,end_at,start_ts_epoch,end_ts_epoch,duration_ms,event_count,move_distance_px,click_down_count,click_up_count,scroll_event_count,avg_x,avg_y
1,move,2026-03-26T18:41:16.133973Z,2026-03-26T18:41:16.974818Z,1774550476.133973,1774550476.974818,840.85,52,23.29,0,0,0,439.44,476.05
2,click,2026-03-26T18:41:17.005513Z,2026-03-26T18:41:17.173401Z,1774550477.005513,1774550477.173401,167.89,2,0.0,1,1,0,440.71,466.95
