event_id,timestamp,ts_epoch,delta_ms_prev,event_type,x,y,dx,dy,distance_px,scroll_dx,scroll_dy,button
17,2026-03-26T18:41:16.277956Z,1774550476.277956,8.1,move,438.72,479.93,0.31,-0.94,0.99,,,
18,2026-03-26T18:41:16.287442Z,1774550476.287442,9.49,move,439.03,479.0,0.31,-0.93,0.98,,,
19,2026-03-26T18:41:16.294755Z,1774550476.294755,7.31,move,439.34,478.06,0.31,-0.94,0.99,,,
20,2026-03-26T18:41:16.304588Z,1774550476.304588,9.83,move,439.65,477.12,0.31,-0.94,0.99,,,
21,2026-03-26T18:41:16.311168Z,1774550476.311168,6.58,move,439.94,476.55,0.29,-0.57,0.64,,,
22,2026-03-26T18:41:16.321849Z,1774550476.321849,10.68,move,439.94,475.61,0.0,-0.94,0.94,,,
23,2026-03-26T18:41:16.327896Z,1774550476.327896,6.05,move,440.2,475.35,0.26,-0.26,0.36,,,
24,2026-03-26T18:41:16.337679Z,1774550476.3376791,9.78,move,440.2,474.78,0.0,-0.57,0.57,,,
25,2026-03-26T18:41:16.343961Z,1774550476.343961,6.28,move,440.45,474.52,0.26,-0.26,0.37,,,
26,2026-03-26T18:41:16.352023Z,1774550476.3520231,8.06,move,440.45,473.95,0.0,-0.57,0.57,,,
27,2026-03-26T18:41:16.368900Z,1774550476.3689,16.88,move,440.71,473.43,0.26,-0.52,0.58,,,
28,2026-03-26T18:41:16.387673Z,1774550476.3876731,18.77,move,440.71,473.19,0.0,-0.24,0.24,,,
29,2026-03-26T18:41:16.400770Z,1774550476.40077,13.1,move,440.71,472.94,0.0,-0.24,0.24,,,
30,2026-03-26T18:41:16.443231Z,1774550476.4432309,42.46,move,440.71,472.71,0.0,-0.24,0.24,,,
31,2026-03-26T18:41:16.523986Z,1774550476.5239859,80.75,move,440.71,472.47,0.0,-0.23,0.23,,,
32,2026-03-26T18:41:16.564735Z,1774550476.564735,40.75,move,440.71,472.24,0.0,-0.24,0.24,,,
33,2026-03-26T18:41:16.590013Z,1774550476.590013,25.28,move,440.71,472.0,0.0,-0.24,0.24,,,
34,2026-03-26T18:41:16.671680Z,1774550476.67168,81.67,move,440.71,471.77,0.0,-0.23,0.23,,,
35,2026-03-26T18:41:16.704338Z,1774550476.7043378,32.66,move,440.71,471.53,0.0,-0.24,0.24,,,
36,2026-03-26T18:41:16.754301Z,1774550476.7543008,49.96,move,440.71,471.29,0.0,-0.24,0.24,,,
37,2026-03-26T18:41:16.770313Z,1774550476.770313,16.01,move,440.71,471.05,0.0,-0.24,0.24,,,
38,2026-03-26T18:41:16.786910Z,1774550476.78691,16.6,move,440.71,470.8,0.0,-0.24,0.24,,,
39,2026-03-26T18:41:16.794855Z,1774550476.7948549,7.94,move,440.71,470.55,0.0,-0.26,0.26,,,
40,2026-03-26T18:41:16.803147Z,1774550476.803147,8.29,move,440.71,469.97,0.0,-0.57,0.57,,,
41,2026-03-26T18:41:16.811531Z,1774550476.811531,8.38,move,440.71,469.72,0.0,-0.26,0.26,,,
42,2026-03-26T18:41:16.822058Z,1774550476.822058,10.53,move,440.71,469.46,0.0,-0.26,0.26,,,
43,2026-03-26T18:41:16.828297Z,1774550476.828297,6.24,move,440.71,469.2,0.0,-0.26,0.26,,,
44,2026-03-26T18:41:16.835549Z,1774550476.8355489,7.25,move,440.71,468.94,0.0,-0.26,0.26,,,
45,2026-03-26T18:41:16.844237Z,1774550476.844237,8.69,move,440.71,468.68,0.0,-0.26,0.26,,,
46,2026-03-26T18:41:16.860670Z,1774550476.8606699,16.43,move,440.71,468.44,0.0,-0.24,0.24,,,
47,2026-03-26T18:41:16.884172Z,1774550476.884172,23.5,move,440.71,468.2,0.0,-0.24,0.24,,,
48,2026-03-26T18:41:16.934371Z,1774550476.934371,50.2,move,440.71,467.96,0.0,-0.24,0.24,,,
49,2026-03-26T18:41:16.950326Z,1774550476.950326,15.95,move,440.71,467.72,0.0,-0.24,0.24,,,
50,2026-03-26T18:41:16.960428Z,1774550476.960428,10.1,move,440.71,467.46,0.0,-0.26,0.26,,,
51,2026-03-26T18:41:16.966487Z,1774550476.966487,6.06,move,440.71,467.2,0.0,-0.26,0.26,,,
52,2026-03-26T18:41:16.974818Z,1774550476.974818,8.33,move,440.71,466.95,0.0,-0.26,0.26,,,
53,2026-03-26T18:41:17.005513Z,1774550477.005513,30.69,click_down,440.71,466.95,,,,,,Button.left
54,2026-03-26T18:41:17.173401Z,1774550477.173401,167.89,click_up,440.71,466.95,,,,,,Button.left
